,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,clusters
511,9800,589,1,1,1,10348,34,3000,25,6651,1
512,148318,0,4,1,1,51197,22,350,2,6648,2
513,26149,0,1,1,1,5190,6,0,0,6646,2
514,76933,0,4,1,1,28075,17,0,0,6646,2
515,165144,0,5,1,1,63803,16,0,0,6645,2
516,22878,0,1,1,1,9039,32,0,0,6641,2
517,66741,2880,5,1,1,71921,30,2600,7,6638,1
518,134060,0,4,1,1,46606,13,0,0,6637,2
519,3305,0,1,1,1,31465,24,1700,10,6633,3
520,28930,0,1,1,1,8185,17,0,0,6630,2
521,165144,0,1,1,1,4040,6,450,2,6627,2
522,58951,0,4,1,1,47994,15,500,1,6625,1
523,25395,0,1,1,1,2000,1,0,0,6624,2
524,109248,0,1,1,1,6828,11,0,0,6618,2
525,43387,0,1,1,1,4942,13,0,0,6613,2
526,52423,0,4,1,1,26926,13,0,0,6611,2
527,26858,500,4,1,1,34308,17,900,3,6606,1
528,5410,0,4,1,1,45890,22,0,0,6603,3
529,18177,0,3,1,1,12040,12,0,0,6690,2
530,165144,0,1,1,1,2500,1,0,0,6598,2
531,98472,1776,5,1,1,124421,45,10250,28,6621,1
532,86520,3445,5,1,1,64450,20,1000,2,6592,1
533,16648,0,1,1,1,625,4,0,0,6588,2
534,165144,0,5,1,1,263685,51,3000,6,6584,1
535,31478,0,3,1,1,18885,18,0,0,6578,2
536,17445,0,1,1,1,4500,3,500,1,6576,2
537,49052,0,4,1,1,46718,17,0,0,6575,1
538,21689,0,1,1,1,0,0,0,0,6570,2
539,18302,0,1,1,1,2197,10,0,0,6569,2
540,26220,0,1,1,1,2775,11,0,0,6647,2
541,59552,0,1,1,1,7551,22,0,0,6473,2
542,34962,0,1,1,1,252,3,0,0,6208,2
543,16153,0,1,1,1,180,1,0,0,6491,2
544,28931,0,1,1,1,6500,4,500,1,6354,2
545,165144,0,1,1,1,19000,5,0,0,6119,2
546,153962,0,5,1,1,90992,21,0,0,6567,1
547,63311,0,4,1,1,25048,14,0,0,6634,2
548,8561,0,1,1,1,2050,8,1300,2,6675,2
549,165144,0,3,1,1,29823,33,6568,16,6561,2
550,122700,0,3,1,1,18604,13,0,0,6556,2
551,81419,0,2,1,1,7769,12,350,1,6599,2
552,13873,0,1,1,1,4833,20,0,0,6519,2
553,891,0,1,1,1,190,2,0,0,6507,0
554,165144,0,3,1,1,23387,17,0,0,6555,2
555,19702,0,1,1,1,3000,1,0,0,6554,2
556,18820,0,1,1,1,0,0,0,0,6549,2
557,165144,0,1,1,1,500,1,0,0,6549,2
558,28077,0,1,1,1,735,6,500,1,6575,2
559,4528,0,1,1,1,290,1,0,0,6565,0
560,40418,0,3,1,1,12678,12,0,0,6541,2
561,165144,0,2,2,1,22485,25,213,1,6539,2
562,165144,0,1,1,1,7700,11,950,4,6539,2
563,71235,0,4,1,1,41004,14,0,0,6535,1
564,76446,0,5,1,1,63811,17,0,0,6550,1
565,148915,0,3,1,1,23522,16,650,2,6532,2
566,65034,0,3,1,1,14331,16,800,3,6541,2
567,35738,0,4,1,1,41264,16,0,0,6526,1
568,891,0,1,1,1,1600,1,0,0,6525,0
569,55703,0,1,1,1,0,0,0,0,6520,2
570,11613,0,1,1,1,2000,1,0,0,6519,2
571,65672,0,4,1,1,29089,13,0,0,6529,2
572,84785,0,1,1,1,4570,14,0,0,6514,2
573,30592,862,1,1,1,2602,7,0,0,6512,2
574,99293,0,5,1,1,81040,23,1000,2,6508,1
575,51830,0,1,1,1,0,0,0,0,6507,2
576,20126,0,5,1,1,78999,28,800,3,6506,3
577,3294,0,1,1,1,1330,2,0,0,6498,0
578,11143,0,1,1,1,2800,6,800,5,6529,2
579,8250,0,1,1,1,250,2,0,0,6486,2
580,117670,0,5,1,1,53043,19,550,1,6505,2
581,49454,0,2,1,1,9548,22,250,1,6501,2
582,58421,0,1,1,1,1000,1,0,0,6532,2
583,33443,0,1,1,1,0,0,0,0,6476,2
584,13886,0,1,1,1,0,0,0,0,6465,2
585,15349,0,1,1,1,250,2,0,0,6457,2
586,78712,0,1,1,1,0,0,0,0,6433,2
587,89742,0,4,1,1,39073,13,0,0,6498,2
588,31311,0,1,1,1,3961,10,0,0,6494,2
589,133445,8264,1,1,1,3375,13,0,0,6492,2
590,136161,0,1,1,1,6032,15,0,0,6463,2
591,9998,0,1,1,1,0,0,0,0,6448,2
592,37904,0,3,1,1,19052,17,0,0,6487,2
593,41243,0,4,1,1,27971,7,300,1,6483,2
594,54011,1604,3,1,1,38380,20,5780,4,6487,1
595,5351,0,1,1,1,100,1,0,0,6450,0
596,23334,0,1,1,1,0,0,0,0,6441,2
597,11255,0,1,1,1,0,0,0,0,6428,2
598,48127,0,4,1,1,41447,28,0,0,6421,1
599,165144,0,5,1,1,57264,12,0,0,6484,2
600,158895,0,4,1,1,41954,15,0,0,6525,2
601,34540,0,4,1,1,27882,13,0,0,6494,1
602,117623,0,5,1,1,86582,26,1000,6,6477,1
603,126409,0,4,1,1,28460,13,0,0,6478,2
604,112843,0,3,1,1,16137,14,0,0,6472,2
605,117240,0,1,1,1,1200,3,700,2,6471,2
606,7216,0,3,1,1,21419,18,0,0,6470,3
607,26412,0,1,1,1,5086,2,0,0,6552,2
608,165144,0,4,1,1,35098,16,1600,3,6465,2
609,1846,0,1,1,1,450,1,0,0,6471,0
610,45830,0,2,1,1,23404,10,0,0,6459,2
611,165144,0,1,1,1,25078,50,3350,15,6456,2
612,41487,500,1,1,1,10885,7,0,0,6451,2
613,39601,0,1,1,1,3733,9,0,0,6450,2
614,46142,0,3,1,1,14445,13,0,0,6452,2
615,110277,0,4,1,1,37110,18,1500,3,6445,2
616,122928,0,3,1,1,12211,14,0,0,6443,2
617,146599,0,3,1,1,16463,16,1000,2,6444,2
618,165144,0,4,1,1,52908,16,0,0,6444,2
619,54125,0,4,1,1,48874,17,450,3,6463,1
620,29861,0,4,1,1,28190,15,0,0,6407,1
621,126148,0,2,1,1,6273,8,0,0,6435,2
622,62080,2975,2,1,1,19113,32,10650,28,6434,2
623,165144,0,5,1,1,53495,15,0,0,6431,2
624,165144,0,5,1,1,83752,23,1373,7,6429,2
625,105547,0,3,1,1,24973,26,500,1,6415,2
626,67615,0,3,1,1,14168,13,0,0,6413,2
627,33554,0,4,1,1,27410,16,350,1,6428,1
628,163083,0,1,1,1,3825,9,450,4,6428,2
629,165144,0,4,1,1,26117,15,50,1,6427,2
630,165144,588,5,1,1,153183,41,3802,20,6423,1
631,18111,0,1,1,1,4625,26,0,0,6463,2
632,41526,0,1,1,1,0,0,0,0,6406,2
633,38021,0,1,1,1,5538,9,0,0,6407,2
634,17500,0,1,1,1,0,0,0,0,6400,2
635,5906,0,1,1,1,280,1,0,0,6395,0
636,70133,0,2,1,1,7396,16,0,0,6392,2
637,32010,0,1,1,1,12315,6,650,2,6421,2
638,82605,0,3,1,1,23049,15,0,0,6417,2
639,77285,0,5,1,1,63841,32,0,0,6417,1
640,15219,0,1,1,1,0,0,0,0,6427,2
641,54889,0,2,1,1,13150,4,0,0,6438,2
642,8910,0,1,1,1,150,1,150,1,6413,2
643,49891,0,1,1,1,500,1,500,1,6392,2
644,10484,0,1,1,1,0,0,0,0,6375,2
645,15496,0,1,1,1,0,0,0,0,6324,2
646,16714,0,1,1,1,0,0,0,0,6214,2
647,25835,0,3,1,1,15153,15,0,0,6142,2
648,3487,0,1,1,1,710,1,0,0,6059,0
649,165144,0,1,1,1,12000,6,0,0,6408,2
650,155962,1199,3,1,1,16510,16,50,1,6406,2
651,160572,0,1,1,1,8163,18,500,1,6403,2
652,165144,2586,1,1,1,5900,4,400,1,6420,2
653,48410,0,4,1,1,37869,16,500,1,6395,1
654,33269,0,1,1,1,4675,10,200,1,6396,2
655,25685,0,1,1,1,185,3,0,0,6382,2
656,50500,0,1,1,1,4765,14,0,0,6380,2
657,97486,0,3,1,1,22707,15,0,0,6387,2
658,165144,0,1,1,1,12000,8,1500,3,6378,2
659,11821,0,1,1,1,10697,10,0,0,6387,1
660,37039,0,4,1,1,29976,18,0,0,6375,1
661,28306,0,1,1,1,233,3,0,0,6371,2
662,109532,0,5,1,1,128048,53,7939,26,6372,1
663,91974,0,3,1,1,19223,18,500,1,6372,2
664,65823,0,4,1,1,28208,19,300,3,6373,2
665,104824,0,3,1,1,14582,15,0,0,6366,2
666,16061,0,1,1,1,2750,11,0,0,6366,2
667,55237,0,2,1,1,5547,14,0,0,6358,2
668,10491,0,1,1,1,5025,11,150,1,6357,2
669,165144,0,4,1,1,33950,21,1450,4,6366,2
670,45501,0,4,1,1,49656,17,316,1,6375,1
671,18661,0,1,1,1,0,0,0,0,6352,2
672,89668,0,4,1,1,29130,14,0,0,6350,2
673,53327,0,1,1,1,8650,6,650,2,6350,2
674,133143,0,4,1,1,43643,14,50,1,6385,2
675,22268,0,3,1,1,23582,15,200,1,6339,1
676,26556,3490,1,1,1,2845,14,720,4,6339,2
677,9601,0,3,1,1,20467,16,0,0,6338,3
678,165144,0,3,1,1,12154,13,0,0,6337,2
679,146248,0,1,1,1,2900,4,1400,3,6333,2
680,9483,0,1,1,1,1000,1,0,0,6340,2
681,119082,5051,1,1,1,4230,17,3600,14,6340,2
682,165144,0,3,1,1,22258,30,650,2,6340,2
683,165144,1745,4,1,1,46942,35,7266,17,6340,2
684,37381,0,1,1,1,6091,16,0,0,6332,2
685,165144,0,5,1,1,92752,25,0,0,6329,2
686,31211,0,1,1,1,280,4,100,1,6330,2
687,47780,0,5,1,1,88773,20,250,2,6329,3
688,79479,0,3,1,1,23167,13,0,0,6118,2
689,81960,0,4,1,1,37072,22,700,7,6326,2
690,20162,0,1,1,1,2750,15,0,0,6324,2
691,105683,0,4,1,1,28386,17,0,0,6361,2
692,165144,0,4,1,1,30406,28,150,2,6319,2
693,165144,0,3,1,1,27390,17,750,1,6323,2
694,17334,0,1,1,1,6783,27,50,1,6318,2
695,57909,0,1,1,1,5150,4,0,0,6323,2
696,17949,0,1,1,1,0,0,0,0,6312,2
697,165144,0,2,1,1,31624,28,2098,5,6311,2
698,71543,0,1,1,1,0,0,0,0,6305,2
699,111897,0,3,1,1,14728,14,0,0,6310,2
700,61598,0,1,1,1,0,0,0,0,6311,2
701,165144,0,4,1,1,44472,18,0,0,6308,2
702,165144,0,5,1,1,68090,43,5676,27,6305,2
703,32774,0,1,1,1,0,0,0,0,6304,2
704,165144,1115,5,1,1,103935,18,500,1,6296,1
705,137843,0,4,1,1,45416,24,250,1,6302,2
706,30530,0,1,1,1,5590,12,2950,9,6298,2
707,30973,0,1,1,1,0,0,0,0,6298,2
708,165144,0,1,1,1,7134,14,3134,12,6297,2
709,16803,0,1,1,1,1287,6,0,0,6291,2
710,23553,810,1,1,1,1587,4,487,2,6295,2
711,48161,0,4,1,1,41174,24,0,0,6294,1
712,21616,0,1,1,1,0,0,0,0,6291,2
713,13114,0,2,1,1,14029,13,0,0,6289,1
714,117120,0,4,1,1,41278,17,500,1,6288,2
715,52987,0,3,1,1,17510,15,0,0,6289,2
716,150176,0,4,1,1,29999,17,400,1,6284,2
717,19002,0,3,1,1,22675,21,0,0,6277,1
718,60976,0,5,1,1,97318,31,7000,14,6282,1
719,50675,0,1,1,1,1100,2,100,1,6282,2
720,65466,0,2,1,1,5488,13,0,0,6280,2
721,64280,0,3,1,1,21721,18,0,0,6280,2
722,14523,0,1,1,1,4197,4,0,0,6276,2
723,165144,0,3,1,1,20468,16,0,0,6280,2
724,9157,0,1,1,1,75,2,0,0,6274,2
725,151904,733,5,1,1,76440,25,950,8,6273,2
726,13781,0,4,1,1,48914,19,500,1,6269,3
727,40567,0,3,1,1,18122,16,0,0,6268,2
728,43090,0,3,1,1,11411,10,0,0,6259,2
729,1875,0,1,1,1,1250,3,0,0,6266,0
730,126555,0,4,1,1,41253,19,0,0,6280,2
731,16472,0,4,1,1,45517,12,0,0,6262,3
732,21270,0,1,1,1,318,10,0,0,6256,2
733,33410,0,1,1,1,818,12,0,0,6255,2
734,15750,0,1,1,1,1065,3,0,0,6254,2
735,104665,0,2,1,1,9547,12,0,0,6249,2
736,86285,0,5,1,1,61274,14,0,0,6249,1
737,41967,0,1,1,1,2125,10,0,0,6247,2
738,35026,0,1,1,1,9799,27,500,1,6247,2
739,138411,0,5,1,1,53843,14,0,0,6247,2
740,127693,0,3,1,1,17383,15,0,0,6246,2
741,52050,0,4,1,1,43190,14,0,0,6245,1
742,37162,0,1,1,1,0,0,0,0,6241,2
743,165144,4081,1,1,1,22750,15,1250,10,6234,2
744,66572,0,2,1,1,8048,14,450,2,6240,2
745,165144,0,4,1,1,42020,15,0,0,6240,2
746,79561,0,1,1,1,6333,12,400,2,6231,2
747,131528,0,2,1,1,10365,17,500,1,6227,2
748,11820,0,1,1,1,2045,5,0,0,6227,2
749,20810,0,1,1,1,1713,13,0,0,6225,2
750,165144,0,5,1,1,63584,31,600,1,6476,2
751,96477,0,1,1,1,2987,13,0,0,6221,2
752,106471,0,1,1,1,8444,5,100,1,6220,2
753,33374,0,3,1,1,20441,13,0,0,6214,2
754,165144,0,4,1,1,48914,16,0,0,6217,2
755,26740,0,1,1,1,619,7,0,0,6213,2
756,165144,0,4,1,1,39166,14,0,0,6214,2
757,76737,0,4,1,1,34648,31,0,0,6211,2
758,20999,0,3,1,1,15914,13,0,0,6206,2
759,43179,0,3,1,1,11915,6,0,0,6214,2
760,119214,0,2,1,1,10028,16,0,0,6205,2
761,14988,0,1,1,1,2100,10,0,0,6203,2
762,21334,0,1,1,1,5472,20,0,0,6200,2
763,104307,0,4,1,1,51769,24,450,1,6197,2
764,34357,0,5,1,1,73622,25,100,1,6198,3
765,165144,0,3,1,1,31266,26,1550,4,6340,2
766,14662,0,1,1,1,1110,12,0,0,6197,2
767,13144,0,3,1,1,18615,18,0,0,6196,1
768,10978,0,3,1,1,14313,11,0,0,6193,1
769,150698,0,4,1,1,43589,20,1200,4,6193,2
770,18035,0,1,1,1,811,2,0,0,6193,2
771,165144,0,2,1,1,6606,10,0,0,6190,2
772,117852,2376,1,1,1,11406,21,3850,13,6186,2
773,32356,0,3,1,1,22918,19,0,0,6571,2
774,44247,948,4,1,1,40939,26,0,0,6184,1
775,23431,0,1,1,1,3546,10,0,0,6182,2
776,37773,0,2,1,1,8436,15,0,0,6179,2
777,165144,0,1,1,1,2750,4,750,2,6179,2
778,63587,0,1,1,1,500,1,500,1,6184,2
779,15088,0,1,1,1,5625,15,0,0,6177,2
780,152539,0,5,1,1,65972,14,0,0,6187,2
781,165144,0,5,1,1,69780,23,1258,4,6171,2
782,15064,0,1,1,1,2910,9,0,0,6171,2
783,19032,0,1,1,1,2375,12,0,0,6169,2
784,66434,0,3,1,1,13041,13,0,0,6230,2
785,146097,0,2,1,1,6919,16,0,0,6165,2
786,8207,0,1,1,1,1750,7,0,0,6184,2
787,165144,0,3,1,1,22148,15,0,0,6161,2
788,147472,0,3,1,1,20645,16,0,0,6163,2
789,103993,0,3,1,1,14149,13,100,1,6158,2
790,34651,0,1,1,1,4000,6,500,1,6157,2
791,102339,0,4,1,1,47498,19,0,0,6156,2
792,149167,0,4,1,1,48521,13,0,0,6155,2
793,105249,0,4,1,1,36093,15,0,0,6153,2
794,55610,0,1,2,1,5095,13,0,0,6151,2
795,70391,0,1,1,1,6000,4,0,0,6150,2
796,74645,0,4,1,1,40367,18,0,0,6147,2
797,26939,0,4,1,1,29264,15,0,0,6148,1
798,165144,500,5,1,1,78967,31,0,0,6144,2
799,7421,0,1,1,1,0,0,0,0,6142,2
800,74924,6286,4,1,1,59650,13,0,0,6141,1
801,17599,0,1,1,1,100,1,0,0,6029,2
802,5594,0,1,1,1,370,1,0,0,5835,0
803,66122,0,3,1,1,11756,13,0,0,5630,2
804,12024,0,1,1,1,0,0,0,0,5119,2
805,42044,2253,3,1,1,11433,10,0,0,6140,2
806,83105,0,4,1,1,65077,28,753,3,6137,1
807,152063,0,4,1,1,34257,19,1100,3,6159,2
808,59546,0,3,1,1,20730,4,0,0,6135,2
809,1258,0,1,1,1,475,4,0,0,6134,0
810,75181,0,1,1,1,2455,7,1100,3,6133,2
811,68255,0,3,1,1,19077,22,400,2,6130,2
812,58229,0,5,1,1,53108,16,500,1,6137,1
813,97349,0,4,1,1,42774,14,0,0,6128,2
814,131424,0,5,1,1,58814,14,50,1,6128,2
815,24011,0,2,1,1,20442,9,0,0,6123,2
816,64538,0,1,1,1,0,0,0,0,6123,2
817,3832,0,1,1,1,1000,1,0,0,6120,0
818,3268,0,4,1,1,52263,32,0,0,6120,3
819,36790,0,1,1,1,7158,14,0,0,6133,2
820,165144,2565,1,1,1,5950,11,1850,8,6116,2
821,165144,0,1,1,1,4225,7,0,0,6115,2
822,165144,0,1,1,1,8500,4,0,0,6114,2
823,165144,0,5,1,1,62133,14,0,0,6112,2
824,54265,0,1,1,1,0,0,0,0,6109,2
825,69959,0,3,1,1,16504,13,0,0,6108,2
826,86380,2643,1,1,1,13500,3,0,0,6102,2
827,48321,0,1,1,1,0,0,0,0,6102,2
828,78130,0,4,1,1,37251,15,900,2,6120,2
829,25333,0,3,1,1,11229,16,300,2,6099,2
830,54522,0,3,1,1,21221,45,2500,5,6125,2
831,75413,0,4,1,1,31726,18,0,0,6094,2
832,165144,0,5,1,1,64186,15,1000,2,6095,2
833,114932,8559,1,1,1,3150,13,1650,12,6092,2
834,18932,0,3,1,1,24660,22,0,0,6091,1
835,35997,0,5,1,1,71171,19,900,5,6088,3
836,136664,0,4,1,1,36024,15,0,0,6086,2
837,165144,0,4,1,1,31503,13,0,0,6084,2
838,16528,0,1,1,1,250,2,0,0,6081,2
839,119932,0,3,1,1,22463,26,5177,11,6077,2
840,144171,0,4,1,1,33200,15,0,0,6073,2
841,77109,0,5,1,1,60000,7,0,0,6071,1
842,144973,0,3,1,1,23703,14,0,0,6280,2
843,75027,0,1,1,1,1390,3,500,1,6067,2
844,96387,0,4,1,1,43512,20,0,0,6065,2
845,34854,0,1,1,1,750,5,650,4,6063,2
846,44307,0,2,1,1,7944,8,0,0,6060,2
847,73836,0,5,1,1,64748,19,0,0,6087,1
848,20126,0,1,1,1,0,0,0,0,6053,2
849,56268,0,4,1,1,33447,14,100,1,6017,1
850,25629,0,4,1,5,107308,36,600,2,5966,3
851,70774,0,3,1,1,32635,31,1400,14,5931,2
852,6371,0,1,1,1,1404,8,0,0,5905,2
853,95595,0,3,1,1,12060,14,0,0,5877,2
854,51843,0,4,1,1,40997,17,0,0,5859,1
855,84868,0,4,1,1,33187,15,0,0,6057,2
856,79629,0,1,1,1,2550,2,50,1,6091,2
857,58620,0,1,1,1,2125,10,0,0,6051,2
858,70380,0,5,1,1,74399,12,0,0,6050,1
859,93473,0,3,1,1,20257,15,0,0,6049,2
860,131621,0,2,1,1,27846,31,6047,11,6045,2
861,165144,0,3,1,1,16715,13,0,0,6042,2
862,21138,0,1,1,1,4500,2,0,0,6031,2
863,93319,0,1,1,1,270,3,100,1,6043,2
864,56606,3818,4,1,1,61634,14,100,1,6039,1
865,38763,0,4,1,1,34652,13,0,0,6037,1
866,16430,0,2,1,1,8528,12,0,0,6036,2
867,61440,0,2,1,1,8156,25,0,0,6032,2
868,165144,0,1,1,1,5132,16,2450,11,6030,2
869,165144,0,1,1,1,9000,5,500,1,6028,2
870,76702,0,3,1,1,21568,17,0,0,6025,2
871,19348,0,3,1,1,17059,19,0,0,6022,2
872,31669,0,2,1,1,8384,15,0,0,6018,2
873,40902,0,1,1,1,4850,7,1350,5,6018,2
874,16906,0,1,1,1,2750,15,0,0,6017,2
875,65508,0,1,1,1,14000,7,2500,5,6015,2
876,10152,0,1,1,1,0,0,0,0,6010,2
877,21461,0,3,1,1,40806,28,0,0,6011,3
878,28979,0,2,1,1,6494,12,0,0,6010,2
879,24711,0,1,1,1,3193,11,500,1,6009,2
880,165144,0,5,1,1,63866,18,500,1,6004,2
881,165144,0,3,1,1,21078,15,200,1,6007,2
882,37832,0,1,1,1,0,0,0,0,6004,2
883,135168,0,4,1,1,29156,16,300,2,6002,2
884,134650,0,4,1,1,40232,17,2055,2,6000,2
885,20665,0,3,1,1,19947,16,0,0,5997,1
886,5546,0,1,1,1,2631,6,0,0,5995,0
887,91736,0,4,1,1,26724,14,0,0,5994,2
888,165144,0,1,1,1,0,0,0,0,5993,2
889,94167,0,1,1,1,6500,4,500,1,5990,2
890,132256,0,2,1,1,15040,24,899,3,5988,2
891,149959,0,5,1,1,85844,51,1400,4,5986,1
892,104338,0,1,1,1,2500,1,0,0,5982,2
893,38312,0,4,1,1,37419,14,0,0,5980,1
894,1860,0,1,1,1,65,2,0,0,5976,0
895,54337,0,1,1,1,2131,9,230,1,5976,2
896,165144,8753,1,1,1,11650,6,1150,3,5975,2
897,26204,967,1,1,1,4030,6,2930,4,5989,2
898,27876,0,1,1,1,0,0,0,0,5972,2
899,115533,0,2,1,1,8867,15,0,0,5968,2
900,129412,0,5,1,1,62510,21,0,0,5982,2
901,165144,9325,5,1,1,21382,23,950,3,5944,2
902,143378,0,1,1,1,3000,4,1500,3,5905,2
903,120476,0,2,1,1,9406,14,0,0,5870,2
904,15835,0,2,1,5,112171,16,0,0,5825,3
905,165144,0,5,1,1,147787,35,500,1,5789,1
906,32141,0,1,1,1,3500,14,0,0,5768,2
907,967,0,1,1,1,980,2,0,0,5716,0
908,20281,0,1,1,1,0,0,0,0,5567,2
909,111072,0,4,1,1,50533,19,350,1,5541,2
910,2111,0,1,1,1,100,1,0,0,5962,0
911,165144,0,4,1,1,44591,23,250,1,5961,2
912,4600,0,1,1,1,140,1,0,0,5959,0
913,23390,0,1,1,1,1650,3,150,1,5958,2
914,165144,0,1,1,1,9022,24,4900,19,5953,2
915,40189,0,1,1,1,0,0,0,0,5952,2
916,21747,0,1,1,1,0,0,0,0,5638,2
917,165144,0,5,1,1,76256,23,2993,6,5523,2
918,165144,0,1,1,1,5000,1,0,0,5583,2
919,54148,0,4,1,1,40233,14,350,1,5949,1
920,25512,0,1,1,1,0,0,0,0,5393,2
921,28519,0,1,1,1,2125,2,0,0,5405,2
922,165144,0,5,1,1,105913,21,150,2,5951,1
923,163964,0,3,1,1,11385,11,0,0,5948,2
924,49736,0,1,1,1,3200,4,700,3,6038,2
925,10084,0,1,1,1,500,1,500,1,5946,2
926,22988,0,2,1,1,9347,14,1200,4,5944,2
927,17739,0,1,1,1,437,4,0,0,5941,2
928,152426,0,1,1,1,6000,6,2000,4,5939,2
929,34428,0,1,1,1,2625,10,0,0,5938,2
930,124030,0,5,1,1,61599,16,0,0,5934,2
931,17336,0,1,1,1,2375,12,0,0,5934,2
932,165144,0,5,1,1,64360,18,650,2,5931,2
933,29125,0,3,1,1,10930,14,0,0,5945,2
934,83848,0,4,1,1,28202,14,0,0,5927,2
935,133264,0,5,1,1,74067,21,0,0,5926,2
936,124869,0,3,1,1,30116,16,0,0,5924,2
937,39233,0,4,1,1,27545,13,0,0,5920,2
938,13050,0,3,1,1,13617,16,0,0,5920,1
939,90855,0,3,1,1,23992,13,0,0,5919,2
940,44824,0,1,3,1,21107,19,2000,4,5916,2
941,3663,0,1,1,1,894,10,0,0,5916,0
942,44293,0,3,1,1,21920,21,100,1,5913,2
943,31319,0,1,1,1,7552,5,0,0,5912,2
944,40757,0,3,1,1,14002,11,0,0,5912,2
945,130356,0,1,1,1,150,1,150,1,5910,2
946,125077,0,3,1,1,21881,14,0,0,5905,2
947,165144,0,5,1,1,91660,21,500,1,5906,2
948,38150,0,3,1,1,16688,15,0,0,5854,2
949,20342,0,1,1,1,3291,9,0,0,5829,2
950,45781,0,2,1,1,6498,13,0,0,5801,2
951,144525,0,1,1,1,2833,4,0,0,5785,2
952,37571,0,2,1,1,7197,15,0,0,5762,2
953,112013,0,3,1,1,24943,14,0,0,5734,2
954,30638,0,3,1,1,48963,16,0,0,5696,1
955,55997,0,5,1,1,68320,23,0,0,5899,1
956,11447,0,1,1,1,1945,13,0,0,5902,2
957,17778,0,1,1,1,0,0,0,0,5897,2
958,13375,4301,4,1,1,15732,43,9200,28,5916,1
959,118572,0,3,1,1,21426,19,0,0,5892,2
960,13720,0,1,1,1,0,0,0,0,5884,2
961,11030,0,1,1,1,0,0,0,0,5884,2
962,8651,0,4,1,1,41586,22,950,5,5882,3
963,165144,0,5,1,1,53521,16,0,0,5878,2
964,26367,0,3,1,1,19649,15,0,0,5874,2
965,120945,0,1,1,1,4300,4,300,2,5871,2
966,2843,0,4,1,1,44130,35,7450,20,5869,3
967,11782,0,1,1,1,0,0,0,0,5864,2
968,89480,0,1,1,1,2946,4,1946,3,5902,2
969,20702,0,4,1,1,30451,24,1100,5,5856,1
970,15108,0,1,1,1,2850,16,0,0,5876,2
971,24917,0,3,1,1,16239,13,150,1,5857,2
972,132910,0,5,1,1,75540,46,250,1,5856,2
973,61227,0,2,1,1,6957,10,0,0,5647,2
974,2117,0,1,1,1,769,7,0,0,5609,0
975,38964,0,3,1,1,35166,26,3200,8,5553,1
976,20498,0,1,1,1,7826,20,7226,18,5491,2
977,131554,0,5,1,1,64937,15,0,0,5428,2
978,55661,0,3,1,1,15107,13,0,0,5387,2
979,84949,0,4,1,1,41854,15,0,0,5336,2
980,139897,0,3,1,1,21065,28,50,1,5329,2
981,155587,0,1,1,1,6893,9,0,0,5279,2
982,24310,0,1,1,1,2815,6,0,0,5266,2
983,106115,0,3,1,1,16197,21,500,1,5219,2
984,165144,0,5,1,1,61971,15,850,2,5849,2
985,70671,0,1,1,1,0,0,0,0,5850,2
986,31593,0,1,1,1,3128,12,0,0,5846,2
987,101397,0,3,1,1,19173,12,0,0,5847,2
988,133052,0,3,1,1,17424,15,0,0,5843,2
989,37252,0,3,1,1,15774,19,0,0,5842,2
990,15241,0,1,1,1,0,0,0,0,5840,2
991,21101,0,1,1,1,7171,32,0,0,5839,2
992,80612,0,4,1,1,32334,20,0,0,5839,2
993,45542,0,5,1,1,59012,14,0,0,5835,1
994,5274,0,1,1,1,2074,11,0,0,5834,0
995,101089,0,3,1,1,23503,17,0,0,5834,2
996,7560,0,1,1,1,0,0,0,0,5833,2
997,165144,0,5,1,1,62107,16,0,0,5832,2
998,165144,0,4,1,1,54818,52,1200,3,5829,2
999,165144,0,5,1,1,50120,12,0,0,5826,2
1000,141491,0,5,1,1,63060,6,0,0,5827,2
1001,89527,0,3,1,1,22206,14,0,0,5821,2
1002,165144,0,1,1,1,0,0,0,0,5822,2
1003,49430,0,4,1,1,31471,16,0,0,5822,1
1004,114070,0,2,1,1,16293,24,250,1,5818,2
1005,124004,0,2,1,1,9982,12,0,0,5815,2
1006,10497,0,1,1,1,0,0,0,0,5815,2
1007,8327,0,1,1,1,2900,4,150,1,5814,2
1008,25463,0,2,1,1,7973,14,0,0,5813,2
1009,85036,0,4,1,1,43825,21,0,0,5807,2
1010,11449,0,1,1,1,24415,11,0,0,5864,3
1011,54392,0,1,1,1,0,0,0,0,5807,2
1012,52577,0,1,1,1,441,12,0,0,5804,2
1013,80174,0,1,1,1,500,1,0,0,5804,2
1014,96827,1094,1,1,1,12100,19,8100,17,5801,2
1015,9489,0,1,1,1,5359,14,0,0,5807,2
1016,57587,0,1,1,1,2620,6,0,0,5799,2
1017,131306,0,3,1,1,32115,15,0,0,5797,2
1018,39985,0,3,1,1,15103,21,0,0,5794,2
1019,71627,0,1,1,1,3225,9,600,2,5793,2
1020,161396,0,3,1,1,26695,11,1000,2,5792,2
1021,81300,0,1,1,1,3750,5,250,3,5791,2
1022,66015,0,2,1,1,26706,30,2676,7,5790,2
1023,7800,0,1,1,1,200,1,0,0,5787,2
1024,27348,0,1,1,1,3084,4,0,0,5824,2
